item,item_en,2025-Q4,2025-Q3,2025-Q2,2025-Q1
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,700.58,902.27,485.8,602.26
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),11642.09,11519.34,12538.96,11269.83
Chỉ số giá thị trường trên thu nhập (P/E),P/E,18.84,15.63,26.14,22.91
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,1.13,1.22,1.01,1.22
Tỷ suất cổ tức,Dividend yield,0.0,0.0,0.0,0.0
Beta,Beta,1.22,1.28,1.13,1.24
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,0.92,3.83,0.16,1.04
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,0.05,0.23,0.01,0.06
Tỷ suất sinh lợi của Tài sản Có sinh lãi (YOEA),Yield on earning assets (YOEA),1.84,1.76,1.79,1.7
Tỷ lệ chi phí hình thành Tài sản Có sinh lãi (COF),Cost of funding earning assets (COF),1.31,1.25,1.27,1.29
Tỷ lệ thu nhập lãi thuần (NIM),Net interest margin (NIM),0.64,0.61,0.59,0.48
Tỷ lệ chi phí hoạt động/Tổng thu nhập HĐKD trước dự phòng (CIR),Cost Income Ratio (CIR),58.78,47.65,71.34,59.77
ROE bình quân 4 quý gần nhất,ROE Trailling,5.96,7.73,4.17,5.24
ROA bình quân 4 quý gần nhất,ROA Trailling,0.35,0.46,0.25,0.32
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,-59.18,1075.92,-84.15,15.73
Tăng trưởng lợi nhuận sau thuế của CĐ ngân hàng mẹ,Profit after tax for shareholders of the parent company,-59.2,1090.13,-84.4,16.01
Tăng trưởng tổng tài sản,Total assets,28.5,23.32,27.65,31.16
Tăng trưởng vốn chủ sở hữu,Owner's equity,21.21,22.35,15.02,4.38
Tăng trưởng vốn điều lệ,Charter capital,16.12,16.12,23.75,10.0
Tăng trưởng dư nợ cho vay,Deposits from customers,14.14,20.3,21.84,24.04
Tăng trưởng huy động vốn khách hàng,Deposits from customers,5.97,15.21,19.67,19.02
Tăng trưởng thu nhập lãi thuần,Net interest income,7.38,36.62,16.9,6.94
Tăng trưởng dự phòng rủi ro tín dụng,Provisions for loan losses,-7.75,4.65,3.36,14.39
Tăng trưởng thu phí dịch vụ thuần,Net fee and commission income,-1933.18,109.74,-115.43,-12.79
Tăng trưởng tổng thu nhập HĐKD trước dự phòng,Operating profit before provision for credit losses,-8.64,161.05,-26.31,27.6
Tăng trưởng tổng chi phí HĐKD,Operating expenses,16.92,11.95,41.8,-6.86
Dư nợ cho vay khách hàng/Tổng vốn huy động (LDR),Outstanding loans/Customer deposits,63.07,68.26,68.4,69.53
Dư nợ cho vay/Tổng tài sản Có,Outstanding loans/Total assets,58.39,62.88,62.85,64.31
Vốn chủ sở hữu/Tổng vốn huy động ,Equity/Deposits from customers,0.06,0.07,0.07,0.06
Vốn chủ sở hữu/Tổng tài sản Có,Equity/Total assets,5.61,6.02,5.99,5.65
Dự phòng rủi ro tín dụng/Tổng dư nợ,Loan loss provision ratio,-0.01,-0.02,-0.02,-0.02
Tài sản Có sinh lãi/Tổng tài sản Có,Earning assets/Total assets,96.34,96.52,95.26,94.73
