item,item_en,2025-Q4,2025-Q3,2025-Q2,2025-Q1
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,1614.84,1696.33,1767.73,1953.35
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),13625.0,13417.0,14982.0,14537.0
Chỉ số giá thị trường trên thu nhập (P/E),P/E,12.82,12.5,14.14,13.16
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,1.52,1.58,1.67,1.77
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,3.48,3.69,4.45,4.51
Tỷ suất cổ tức,Dividend yield,0.1,0.09,0.1,0.09
Beta,Beta,0.43,0.32,0.44,0.24
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,41.89,22.5,24.07,20.8
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,0.0,0.0,0.0,0.0
Tỷ suất lợi nhuận gộp biên,Gross profit margin,32.32,30.77,32.02,31.75
Tỷ lệ lãi EBIT,EBIT margin,4.37,9.11,9.91,11.93
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,4.49,9.69,10.52,12.54
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,3.5,7.28,7.92,9.53
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,1.54,2.95,3.02,3.81
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),1.91,3.67,3.76,4.75
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,1.28,2.52,2.58,3.19
ROE bình quân 4 quý gần nhất,ROE Trailling,11.42,11.92,12.36,13.51
ROA bình quân 4 quý gần nhất,ROA Trailling,9.63,10.08,10.42,11.38
Tăng trưởng  doanh thu thuần,Net revenue,-3.44,7.81,-6.67,10.99
Tăng trưởng  lợi nhuận gộp,Gross profit,2.92,-7.47,-19.04,2.51
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,-29.76,-15.42,-32.46,-5.43
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,-28.14,-14.57,-29.42,-5.42
Tăng trưởng tổng tài sản,Total assets,-1.56,-3.18,-4.47,-1.65
Tăng trưởng nợ dài hạn,Long-term liabilities,72.78,71.83,76.03,146.84
Tăng trưởng nợ phải trả,Liabilities,3.56,-8.77,-7.0,6.55
Tăng trưởng vốn chủ sở hữu,Owner's equity,-2.64,-2.1,-4.05,-2.98
Tăng trưởng vốn điều lệ,Charter capital,0.0,0.0,0.0,0.0
Tỷ số thanh toán bằng tiền mặt,Cash ratio,3.29,3.99,4.88,4.57
Tỷ số thanh toán nhanh,Quick ratio,3.76,4.49,5.07,4.76
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",3.29,3.99,4.88,4.57
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,5.02,5.97,6.63,6.13
Khả năng thanh toán lãi vay,Interest coverage,0.0,0.0,0.0,0.0
