item,item_en,2025,2024,2023,2022
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,5640.62,5777.63,5407.37,7761.48
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),25520.27,28191.15,29988.55,32144.89
Chỉ số giá thị trường trên thu nhập (P/E),P/E,8.25,8.57,7.26,5.07
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,1.82,1.76,1.31,1.22
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,0.6,0.69,0.54,0.48
Tỷ suất cổ tức,Dividend yield,0.06,0.06,0.08,0.06
Beta,Beta,0.51,0.49,1.17,1.21
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,7.53,7.92,7.06,5.52
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,5.91,6.14,5.38,4.43
Tỷ suất lợi nhuận gộp biên,Gross profit margin,21.55,23.59,22.87,22.76
Tỷ lệ lãi EBIT,EBIT margin,9.42,10.07,10.01,11.7
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,12.0,13.0,13.15,14.58
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,6.8,7.73,7.12,8.73
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,21.03,19.98,17.54,24.25
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),20.75,20.57,18.45,22.36
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,6.97,7.03,6.3,8.35
ROE bình quân 4 quý gần nhất,ROE Trailling,0.0,0.0,0.0,0.0
ROA bình quân 4 quý gần nhất,ROA Trailling,0.0,0.0,0.0,0.0
Tăng trưởng  doanh thu thuần,Net revenue,29.23,11.82,1.32,24.95
Tăng trưởng  lợi nhuận gộp,Gross profit,18.1,15.35,1.79,16.17
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,15.48,18.47,-18.88,11.69
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,13.13,21.56,-17.92,11.01
Tăng trưởng tổng tài sản,Total assets,10.99,17.79,0.2,18.83
Tăng trưởng nợ dài hạn,Long-term liabilities,82.13,36.03,-43.92,26.34
Tăng trưởng nợ phải trả,Liabilities,12.18,24.63,-3.57,17.73
Tăng trưởng vốn chủ sở hữu,Owner's equity,8.63,6.23,7.28,20.95
Tăng trưởng vốn điều lệ,Charter capital,20.0,13.0,15.0,25.0
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.32,0.25,0.22,0.25
Tỷ số thanh toán nhanh,Quick ratio,0.64,0.57,0.59,0.68
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",0.35,0.29,0.29,0.29
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,1.33,1.28,1.33,1.38
Khả năng thanh toán lãi vay,Interest coverage,8.84,13.84,8.41,17.08
