item,item_en,2025,2024,2023,2022
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,3114.06,2769.44,2710.85,2034.45
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),36801.95,34284.87,32060.55,30206.86
Chỉ số giá thị trường trên thu nhập (P/E),P/E,9.34,13.36,9.37,10.13
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,0.79,1.08,0.79,0.68
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,1.91,2.7,2.11,1.74
Tỷ suất cổ tức,Dividend yield,0.03,0.02,0.04,0.04
Beta,Beta,1.78,1.8,1.41,1.62
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,0.0,0.0,0.0,0.0
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,35.99,14.17,14.29,6.38
Tỷ suất lợi nhuận gộp biên,Gross profit margin,56.96,51.76,50.39,43.49
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,20.42,20.19,22.48,17.17
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,8.76,8.35,8.71,6.79
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,3.55,3.43,3.97,3.07
ROE bình quân 4 quý gần nhất,ROE Trailling,0.0,0.0,0.0,0.0
ROA bình quân 4 quý gần nhất,ROA Trailling,0.0,0.0,0.0,0.0
Tăng trưởng  doanh thu thuần,Net revenue,11.17,13.79,1.78,-24.87
Tăng trưởng  lợi nhuận gộp,Gross profit,22.34,16.88,17.93,-40.84
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,10.0,2.43,29.96,-48.44
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,12.44,2.16,33.25,-48.09
Tăng trưởng tổng tài sản,Total assets,24.93,-6.4,55.89,-32.55
Tăng trưởng nợ dài hạn,Long-term liabilities,32.69,17.98,57.76,-86.72
Tăng trưởng nợ phải trả,Liabilities,38.74,-14.75,120.6,-53.1
Tăng trưởng vốn chủ sở hữu,Owner's equity,7.34,6.94,6.14,1.7
Tăng trưởng vốn điều lệ,Charter capital,0.0,0.0,0.0,0.0
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.08,0.05,0.0,0.09
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",0.08,0.05,0.0,0.09
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,1.5,1.63,1.55,2.2
