last_updated,name,value,unit,source
2015-01-23,Lương thực,0.03,%,Tổng cục thống kê
2015-01-23,Chỉ số giá tiêu dùng,-0.2,%,Tổng cục thống kê
2015-01-23,So sánh với cùng kỳ năm trước,0.94,%,Tổng cục thống kê
2015-01-23,Đồ dùng và dịch vụ khác,0.53,%,Tổng cục thống kê
2015-01-23,"Văn hóa, giải trí và du lịch",0.13,%,Tổng cục thống kê
2015-01-23,Giáo dục,0.08,%,Tổng cục thống kê
2015-01-23,Bưu chính viễn thông,-0.07,%,Tổng cục thống kê
2015-01-23,Giao thông,-3.96,%,Tổng cục thống kê
2015-01-23,Thực phẩm,0.42,%,Tổng cục thống kê
2015-01-23,Thiết bị và đồ dùng gia đình,0.18,%,Tổng cục thống kê
2015-01-23,Nhà ở và vật liệu xây dựng,-1.09,%,Tổng cục thống kê
2015-01-23,"May mặc, giày dép mũ nón",0.51,%,Tổng cục thống kê
2015-01-23,Đồ uống và thuốc lá,0.37,%,Tổng cục thống kê
2015-01-23,Hàng ăn và dịch vụ ăn uống,0.28,%,Tổng cục thống kê
2015-01-23,Ăn uống ngoài gia đình,0.11,%,Tổng cục thống kê
2015-01-23,Thuốc và dịch vụ y tế,0.29,%,Tổng cục thống kê
2015-02-26,Chỉ số giá tiêu dùng,-0.05,%,Tổng cục thống kê
2015-02-26,So sánh với cùng kỳ năm trước,0.34,%,Tổng cục thống kê
2015-02-26,Đồ dùng và dịch vụ khác,0.74,%,Tổng cục thống kê
2015-02-26,"Văn hóa, giải trí và du lịch",0.05,%,Tổng cục thống kê
2015-02-26,Giáo dục,0.03,%,Tổng cục thống kê
2015-02-26,Bưu chính viễn thông,-0.02,%,Tổng cục thống kê
2015-02-26,Giao thông,-4.41,%,Tổng cục thống kê
2015-02-26,Thuốc và dịch vụ y tế,0.04,%,Tổng cục thống kê
2015-02-26,Thiết bị và đồ dùng gia đình,0.31,%,Tổng cục thống kê
2015-02-26,Nhà ở và vật liệu xây dựng,-0.41,%,Tổng cục thống kê
2015-02-26,"May mặc, giày dép mũ nón",0.45,%,Tổng cục thống kê
2015-02-26,Đồ uống và thuốc lá,0.56,%,Tổng cục thống kê
2015-02-26,Hàng ăn và dịch vụ ăn uống,0.53,%,Tổng cục thống kê
2015-02-26,Ăn uống ngoài gia đình,0.19,%,Tổng cục thống kê
2015-02-26,Thực phẩm,0.75,%,Tổng cục thống kê
2015-02-26,Lương thực,0.13,%,Tổng cục thống kê
2015-03-25,Chỉ số giá tiêu dùng,0.15,%,Tổng cục thống kê
2015-03-25,So sánh với cùng kỳ năm trước,0.93,%,Tổng cục thống kê
2015-03-25,Đồ dùng và dịch vụ khác,-0.01,%,Tổng cục thống kê
2015-03-25,"Văn hóa, giải trí và du lịch",0.18,%,Tổng cục thống kê
2015-03-25,Giáo dục,0.01,%,Tổng cục thống kê
2015-03-25,Bưu chính viễn thông,-0.02,%,Tổng cục thống kê
2015-03-25,Giao thông,-0.31,%,Tổng cục thống kê
2015-03-25,Thuốc và dịch vụ y tế,0.04,%,Tổng cục thống kê
2015-03-25,Thiết bị và đồ dùng gia đình,0.09,%,Tổng cục thống kê
2015-03-25,Nhà ở và vật liệu xây dựng,0.16,%,Tổng cục thống kê
2015-03-25,"May mặc, giày dép mũ nón",-0.04,%,Tổng cục thống kê
2015-03-25,Đồ uống và thuốc lá,-0.11,%,Tổng cục thống kê
2015-03-25,Hàng ăn và dịch vụ ăn uống,0.36,%,Tổng cục thống kê
2015-03-25,Ăn uống ngoài gia đình,1.07,%,Tổng cục thống kê
2015-03-25,Thực phẩm,0.31,%,Tổng cục thống kê
2015-03-25,Lương thực,-0.24,%,Tổng cục thống kê
2015-06-09,Chỉ số giá tiêu dùng,0.14,%,Tổng cục thống kê
2015-06-09,So sánh với cùng kỳ năm trước,0.99,%,Tổng cục thống kê
2015-06-09,Đồ dùng và dịch vụ khác,0.16,%,Tổng cục thống kê
2015-06-09,"Văn hóa, giải trí và du lịch",0.32,%,Tổng cục thống kê
2015-06-09,Giáo dục,0.01,%,Tổng cục thống kê
2015-06-09,Bưu chính viễn thông,-0.09,%,Tổng cục thống kê
2015-06-09,Giao thông,2.47,%,Tổng cục thống kê
2015-06-09,Thuốc và dịch vụ y tế,0.19,%,Tổng cục thống kê
2015-06-09,Thiết bị và đồ dùng gia đình,0.16,%,Tổng cục thống kê
2015-06-09,Nhà ở và vật liệu xây dựng,0.84,%,Tổng cục thống kê
2015-06-09,"May mặc, giày dép mũ nón",0.14,%,Tổng cục thống kê
2015-06-09,Đồ uống và thuốc lá,-0.01,%,Tổng cục thống kê
2015-06-09,Hàng ăn và dịch vụ ăn uống,-0.42,%,Tổng cục thống kê
2015-06-09,Ăn uống ngoài gia đình,-0.14,%,Tổng cục thống kê
2015-06-09,Thực phẩm,-0.54,%,Tổng cục thống kê
2015-06-09,Lương thực,-0.31,%,Tổng cục thống kê
2015-06-09,Chỉ số giá tiêu dùng,0.16,%,Tổng cục thống kê
2015-06-09,So sánh với cùng kỳ năm trước,0.95,%,Tổng cục thống kê
2015-06-09,Đồ dùng và dịch vụ khác,0.17,%,Tổng cục thống kê
