item,item_en,2025,2024,2023,2022
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,2649.2,2721.31,2583.14,2129.56
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),10973.53,10669.3,11607.58,11658.89
Chỉ số giá thị trường trên thu nhập (P/E),P/E,12.72,12.46,11.34,13.1
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,3.07,3.18,2.52,2.39
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,4.48,4.55,3.86,3.69
Tỷ suất cổ tức,Dividend yield,0.09,0.03,0.08,0.05
Beta,Beta,0.23,0.29,0.2,0.08
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,11.19,11.41,10.14,11.39
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,0.0,0.0,0.0,0.0
Tỷ suất lợi nhuận gộp biên,Gross profit margin,57.43,58.56,52.42,54.44
Tỷ lệ lãi EBIT,EBIT margin,39.16,38.23,37.81,31.62
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,47.42,51.43,54.46,47.37
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,35.2,34.21,34.06,28.16
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,24.48,24.12,22.2,19.09
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),27.13,26.86,24.54,21.34
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,21.07,21.45,20.77,16.73
ROE bình quân 4 quý gần nhất,ROE Trailling,0.0,0.0,0.0,0.0
ROA bình quân 4 quý gần nhất,ROA Trailling,0.0,0.0,0.0,0.0
Tăng trưởng  doanh thu thuần,Net revenue,1.07,9.1,0.29,8.2
Tăng trưởng  lợi nhuận gộp,Gross profit,-0.88,21.87,-3.43,24.58
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,3.5,10.33,20.18,-3.37
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,4.01,9.57,21.3,-3.6
Tăng trưởng tổng tài sản,Total assets,-0.56,13.19,-0.98,-3.53
Tăng trưởng nợ dài hạn,Long-term liabilities,-8.0,-7.41,-6.9,-6.45
Tăng trưởng nợ phải trả,Liabilities,-19.34,179.73,-8.51,-63.53
Tăng trưởng vốn chủ sở hữu,Owner's equity,2.85,2.14,-0.44,9.49
Tăng trưởng vốn điều lệ,Charter capital,0.0,11.12,0.0,0.0
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.55,0.8,0.46,0.97
Tỷ số thanh toán nhanh,Quick ratio,1.82,1.7,2.79,2.47
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",1.53,1.6,1.79,1.14
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,2.16,1.93,3.65,3.13
Khả năng thanh toán lãi vay,Interest coverage,8373.81,0.0,0.0,432.22
