item,item_en,2025,2024,2023,2022
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,2517.3,2824.34,1573.53,3613.23
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),21842.31,22303.66,21708.38,24148.11
Chỉ số giá thị trường trên thu nhập (P/E),P/E,10.57,16.94,25.9,14.67
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,1.22,2.15,1.88,2.19
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,0.82,1.28,1.13,1.0
Tỷ suất cổ tức,Dividend yield,0.02,0.0,0.02,0.0
Beta,Beta,0.64,0.53,0.66,0.56
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,8.12,13.57,17.78,12.82
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,6.19,10.25,11.34,9.64
Tỷ suất lợi nhuận gộp biên,Gross profit margin,16.27,16.18,15.0,16.38
Tỷ lệ lãi EBIT,EBIT margin,10.43,9.85,6.82,8.79
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,13.69,13.04,10.69,11.69
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,7.44,7.3,4.02,6.48
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,11.4,12.89,6.61,15.15
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),15.09,16.74,10.61,19.0
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,6.67,7.7,3.9,7.89
ROE bình quân 4 quý gần nhất,ROE Trailling,0.0,0.0,0.0,0.0
ROA bình quân 4 quý gần nhất,ROA Trailling,0.0,0.0,0.0,0.0
Tăng trưởng  doanh thu thuần,Net revenue,-4.36,14.61,-23.35,22.68
Tăng trưởng  lợi nhuận gộp,Gross profit,-3.86,23.66,-29.79,38.31
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,-3.39,85.59,-46.1,96.25
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,-2.54,109.29,-52.78,94.64
Tăng trưởng tổng tài sản,Total assets,7.08,18.79,-5.69,-3.59
Tăng trưởng nợ dài hạn,Long-term liabilities,100.12,10.13,-48.58,32.67
Tăng trưởng nợ phải trả,Liabilities,6.17,27.94,-15.28,-21.06
Tăng trưởng vốn chủ sở hữu,Owner's equity,7.72,13.01,1.58,15.82
Tăng trưởng vốn điều lệ,Charter capital,9.99,9.99,12.98,14.98
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.54,0.37,0.37,0.32
Tỷ số thanh toán nhanh,Quick ratio,1.21,1.11,0.94,0.69
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",0.79,0.72,0.64,0.48
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,1.86,1.77,1.82,1.65
Khả năng thanh toán lãi vay,Interest coverage,9.17,15.08,5.99,12.29
