item,item_en,2025,2024,2023,2022
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,1539.08,203.56,2789.8,4749.5
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),12079.45,17912.6,18470.8,16510.35
Chỉ số giá thị trường trên thu nhập (P/E),P/E,10.46,112.01,6.67,2.8
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,1.33,1.27,1.01,0.81
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,0.57,0.57,0.39,0.25
Tỷ suất cổ tức,Dividend yield,0.0,0.03,0.04,0.02
Beta,Beta,0.58,1.7,1.54,1.81
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,13.42,57.74,5.2,1.73
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,0.0,0.0,0.0,0.0
Tỷ suất lợi nhuận gộp biên,Gross profit margin,4.27,0.4,6.62,9.63
Tỷ lệ lãi EBIT,EBIT margin,4.39,0.81,6.73,9.48
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,5.95,2.62,8.27,10.79
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,3.67,0.48,5.83,8.78
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,8.94,1.12,15.95,33.18
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),10.57,1.74,17.95,34.31
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,5.98,0.72,10.48,20.27
ROE bình quân 4 quý gần nhất,ROE Trailling,0.0,0.0,0.0,0.0
ROA bình quân 4 quý gần nhất,ROA Trailling,0.0,0.0,0.0,0.0
Tăng trưởng  doanh thu thuần,Net revenue,15.08,-16.55,-11.79,65.34
Tăng trưởng  lợi nhuận gộp,Gross profit,1131.73,-94.97,-39.37,109.08
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,708.02,-92.36,-38.15,124.56
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,721.69,-92.7,-41.26,119.28
Tăng trưởng tổng tài sản,Total assets,-3.75,2.07,10.33,17.5
Tăng trưởng nợ dài hạn,Long-term liabilities,-0.97,-2.17,-31.06,-44.05
Tăng trưởng nợ phải trả,Liabilities,-25.16,12.01,7.43,-6.62
Tăng trưởng vốn chủ sở hữu,Owner's equity,8.91,-3.02,11.87,36.28
Tăng trưởng vốn điều lệ,Charter capital,61.5,0.0,0.0,0.0
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.32,0.91,0.6,0.88
Tỷ số thanh toán nhanh,Quick ratio,2.43,1.74,1.87,1.6
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",1.84,1.34,1.34,0.96
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,2.96,2.24,2.41,2.25
Khả năng thanh toán lãi vay,Interest coverage,22.73,3.82,34.51,62.66
