item,item_en,2024,2023
TÀI SẢN ,ASSETS,,
A. TÀI SẢN NGẮN HẠN,A. SHORT-TERM ASSETS,4090728770.0,3285468378.0
I. Tiền và các khoản tương đương tiền,I. Cash and cash equivalents,630485608.0,217359447.0
1. Tiền,1. Cash,430485608.0,217359447.0
2. Các khoản tương đương tiền,2. Cash equivalents,200000000.0,
II.  Đầu tư tài chính ngắn hạn,II.  Short-term financial investments,72700000.0,30100000.0
1. Chứng khoán kinh doanh,1. Available for sale securities,,
2. Dự phòng giảm giá chứng khoán kinh doanh (*),2. Provision for diminution in value of available for sale securities (*),,
3. Đầu tư nắm giữ đến ngày đáo hạn,3. Held to maturity investments,72700000.0,30100000.0
III. Các khoản phải thu ngắn hạn,III. Short-term receivables,3346024307.0,3002839357.0
1. Phải thu ngắn hạn của khách hàng,1. Short-term trade accounts receivable,133743870.0,106128607.0
2. Trả trước cho người bán ngắn hạn,2. Short-term prepayments to suppliers  ,30232451.0,30408664.0
3. Phải thu nội bộ ngắn hạn,3. Short-term inter-company receivables,,
4. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,4. Construction contract progress receipts due from customers,,
5. Phải thu về cho vay ngắn hạn,5. Short-term loan receivables,3070269104.0,2730951251.0
6. Phải thu ngắn hạn khác,6. Other short-term receivables ,156575909.0,182393931.0
7. Dự phòng phải thu ngắn hạn khó đòi (*),7. Provision for short-term doubtful debts (*),-44797028.0,-47043096.0
8. Tài sản thiếu chờ xử lý,8. Assets awaiting resolution,,
IV. Hàng tồn kho,IV. Inventories,1218941.0,1572711.0
1. Hàng tồn kho,1. Inventories,1218941.0,1572711.0
2. Dự phòng giảm giá hàng tồn kho (*),2. Provision for decline in value of inventories ,,
V. Tài sản ngắn hạn khác,V. Other short-term assets,40299914.0,33596863.0
1. Chi phí trả trước ngắn hạn,1. Short-term prepayments,39377867.0,32680610.0
2. Thuế GTGT được khấu trừ,2. Value added tax to be reclaimed,277570.0,271411.0
3. Thuế và các khoản khác phải thu của nhà nước,3. Taxes and other receivables from state authorities,644477.0,644842.0
4. Giao dịch mua bán lại trái phiếu chính phủ,4. Government bonds,,
5. Tài sản ngắn hạn khác,5. Other short-term assets,,
B. TÀI SẢN DÀI HẠN,B. LONG-TERM ASSETS ,945629817.0,666932751.0
I. Các khoản phải thu dài hạn,I. Long-term receivables,606473513.0,223844481.0
1. Phải thu dài hạn của khách hàng,1. Long-term trade receivables,,
2. Trả trước cho người bán dài hạn,2. Long-term prepayments to suppliers  ,,
3. Vốn kinh doanh ở các đơn vị trực thuộc,3. Capital at inter-company,,
4.  Phải thu nội bộ dài hạn ,4. Long-term inter-company receivables,,
5. Phải thu về cho vay dài hạn,5. Long-term loan receivables,587096559.0,153028636.0
6. Phải thu dài hạn khác,6. Other long-term receivables,23527294.0,72270174.0
7. Dự phòng phải thu dài hạn khó đòi (*),7. Provision for long-term doubtful debts,-4150340.0,-1454330.0
II. Tài sản cố định,II. Fixed assets,45215915.0,47313614.0
1. Tài sản cố định hữu hình,1. Tangible fixed assets,2024358.0,854965.0
      - Nguyên giá,    - Cost,4654513.0,2904502.0
      - Giá trị hao mòn lũy kế (*),    - Accumulated depreciation,-2630155.0,-2049537.0
2. Tài sản cố định thuê tài chính,2. Financial leased fixed assets,,
      - Nguyên giá,    - Cost,,
      - Giá trị hao mòn lũy kế (*),    - Accumulated depreciation,,
3. Tài sản cố định vô hình,3. Intangible fixed assets,43191557.0,46458650.0
      - Nguyên giá,    - Cost,64128497.0,59110830.0
      - Giá trị hao mòn lũy kế (*),    - Accumulated depreciation,-20936940.0,-12652180.0
III. Bất động sản đầu tư,III. Investment properties,,
      - Nguyên giá,    - Cost,,
      - Giá trị hao mòn lũy kế (*),    - Accumulated depreciation,,
IV. Tài sản dở dang dài hạn,IV. Long-term assets in progress,2046917.0,2385348.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn",1. Long-term production in progress,,
2. Chi phí xây dựng cơ bản dở dang,2. Construction in progress,2046917.0,2385348.0
V. Đầu tư tài chính dài hạn,V. Long-term financial investments,,
1. Đầu tư vào công ty con,1. Investments in subsidiaries,,
2. Đầu tư vào công ty liên kết. liên doanh,"2. Investments in associates, joint-ventures",,
3. Đầu tư góp vốn vào đơn vị khác,3. Investments in other entities,,
4. Dự phòng đầu tư tài chính dài hạn (*),4. Provision for diminution in value of long-term investments,,
5. Đầu tư nắm giữ đến ngày đáo hạn,5. Held to maturity investments,,
