item,item_en,2025-Q4,2025-Q3,2025-Q2,2025-Q1
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,6402.13,6985.46,6790.43,6331.87
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),24742.0,23556.0,26460.0,25710.0
Chỉ số giá thị trường trên thu nhập (P/E),P/E,10.29,8.9,9.65,10.42
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,2.66,2.64,2.48,2.57
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,5.99,6.61,4.69,7.41
Tỷ suất cổ tức,Dividend yield,0.04,0.04,0.04,0.04
Beta,Beta,0.65,0.65,0.76,0.68
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,48.49,39.55,33.33,40.39
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,0.0,0.0,0.0,0.0
Tỷ suất lợi nhuận gộp biên,Gross profit margin,31.76,31.0,32.04,28.24
Tỷ lệ lãi EBIT,EBIT margin,13.14,19.49,19.17,19.99
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,14.79,21.63,21.04,22.95
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,10.78,16.0,16.1,16.7
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,4.91,6.6,8.62,5.78
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),5.99,8.04,10.26,6.92
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,2.9,3.78,5.04,3.41
ROE bình quân 4 quý gần nhất,ROE Trailling,25.3,26.61,25.31,23.86
ROA bình quân 4 quý gần nhất,ROA Trailling,14.88,15.45,14.89,14.19
Tăng trưởng  doanh thu thuần,Net revenue,3.03,33.98,18.47,33.77
Tăng trưởng  lợi nhuận gộp,Gross profit,-0.4,45.69,15.29,30.6
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,-6.46,50.1,34.09,94.29
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,-6.32,49.86,34.54,94.42
Tăng trưởng tổng tài sản,Total assets,9.86,23.62,19.58,16.12
Tăng trưởng nợ dài hạn,Long-term liabilities,0.0,0.0,0.0,0.0
Tăng trưởng nợ phải trả,Liabilities,2.45,34.61,25.99,20.18
Tăng trưởng vốn chủ sở hữu,Owner's equity,15.42,16.79,15.05,13.65
Tăng trưởng vốn điều lệ,Charter capital,20.0,20.0,10.0,10.0
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.16,0.08,0.11,0.08
Tỷ số thanh toán nhanh,Quick ratio,1.31,1.28,1.23,1.3
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",1.11,1.0,1.03,1.0
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,1.83,1.74,1.63,1.73
Khả năng thanh toán lãi vay,Interest coverage,0.0,0.0,0.0,15.37
