item,item_en,2025-Q4,2025-Q3,2025-Q2,2025-Q1
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,3753.83,3025.61,2319.92,1005.45
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),13246.0,13301.0,12250.0,11000.0
Chỉ số giá thị trường trên thu nhập (P/E),P/E,6.85,9.54,9.12,16.36
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,1.94,2.17,1.73,1.5
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,3.23,3.84,3.26,3.96
Tỷ suất cổ tức,Dividend yield,0.04,0.02,0.02,0.03
Beta,Beta,1.22,1.49,1.36,1.27
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,27.01,25.18,18.04,36.43
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,0.0,0.0,0.0,0.0
Tỷ suất lợi nhuận gộp biên,Gross profit margin,20.08,24.37,28.17,20.22
Tỷ lệ lãi EBIT,EBIT margin,14.76,17.98,22.47,14.46
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,16.21,19.3,24.27,16.2
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,11.87,14.15,19.28,11.93
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,7.12,8.32,10.75,4.61
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),8.66,10.29,12.09,5.35
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,4.39,5.25,6.74,2.75
ROE bình quân 4 quý gần nhất,ROE Trailling,30.15,24.07,16.84,6.39
ROA bình quân 4 quý gần nhất,ROA Trailling,18.74,14.8,10.11,3.76
Tăng trưởng  doanh thu thuần,Net revenue,55.71,49.15,44.65,8.88
Tăng trưởng  lợi nhuận gộp,Gross profit,206.83,182.33,239.58,120.92
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,2038.56,825.72,1685.11,373.73
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,4153.58,915.48,1801.46,681.03
Tăng trưởng tổng tài sản,Total assets,19.79,12.93,4.84,-6.54
Tăng trưởng nợ dài hạn,Long-term liabilities,-46.2,-47.64,-30.96,-28.52
Tăng trưởng nợ phải trả,Liabilities,11.27,-1.8,-6.97,-17.98
Tăng trưởng vốn chủ sở hữu,Owner's equity,26.08,23.91,13.16,2.23
Tăng trưởng vốn điều lệ,Charter capital,0.0,99.69,99.69,99.69
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.02,0.08,0.04,0.03
Tỷ số thanh toán nhanh,Quick ratio,0.92,0.92,0.7,0.51
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",0.29,0.27,0.06,0.06
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,1.56,1.67,1.59,1.46
Khả năng thanh toán lãi vay,Interest coverage,17.39,22.28,21.3,10.16
