item,item_en,2025-Q4,2025-Q3,2025-Q2,2025-Q1
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,2056.91,2025.29,1596.49,1530.2
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),23199.0,22745.0,22177.0,23233.0
Chỉ số giá thị trường trên thu nhập (P/E),P/E,17.16,16.89,23.33,25.85
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,1.52,1.5,1.68,1.7
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,0.55,0.52,0.61,0.74
Tỷ suất cổ tức,Dividend yield,0.03,0.04,0.03,0.04
Beta,Beta,0.66,0.81,0.91,0.88
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,51.25,56.44,33.52,121.57
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,20.27,21.86,17.02,61.63
Tỷ suất lợi nhuận gộp biên,Gross profit margin,5.87,5.38,6.66,5.47
Tỷ lệ lãi EBIT,EBIT margin,1.34,1.26,2.36,0.77
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,1.85,1.66,2.91,1.52
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,0.85,0.84,1.78,0.31
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,2.01,2.14,4.45,0.45
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),3.63,3.57,6.14,1.73
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,0.66,0.68,1.53,0.17
ROE bình quân 4 quý gần nhất,ROE Trailling,10.15,10.01,7.91,7.56
ROA bình quân 4 quý gần nhất,ROA Trailling,3.03,3.02,2.54,2.54
Tăng trưởng  doanh thu thuần,Net revenue,15.28,30.02,4.36,-9.65
Tăng trưởng  lợi nhuận gộp,Gross profit,4.49,30.93,11.11,-20.51
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,16.56,234.61,8.99,-75.13
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,7.37,827.07,7.02,-87.57
Tăng trưởng tổng tài sản,Total assets,5.78,30.47,18.18,-0.86
Tăng trưởng nợ dài hạn,Long-term liabilities,17.69,14.91,-10.37,-0.18
Tăng trưởng nợ phải trả,Liabilities,8.7,50.97,30.13,0.19
Tăng trưởng vốn chủ sở hữu,Owner's equity,0.59,0.78,-0.95,-2.62
Tăng trưởng vốn điều lệ,Charter capital,0.0,0.0,0.0,0.0
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.19,0.2,0.18,0.21
Tỷ số thanh toán nhanh,Quick ratio,0.82,0.79,0.85,0.87
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",0.51,0.49,0.55,0.61
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,1.07,1.06,1.13,1.19
Khả năng thanh toán lãi vay,Interest coverage,5.25,4.31,10.06,3.16
