item,item_en,2025-Q4,2025-Q3,2025-Q2,2025-Q1
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,13052.14,12189.71,12746.76,12402.85
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),94452.0,88849.0,89716.0,88280.0
Chỉ số giá thị trường trên thu nhập (P/E),P/E,5.91,6.56,6.59,6.71
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,0.82,0.9,0.94,0.94
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,1.76,2.85,2.21,3.97
Tỷ suất cổ tức,Dividend yield,0.05,0.05,0.02,0.05
Beta,Beta,0.09,0.13,0.3,0.35
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,10.94,48.97,23.12,38.95
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,0.0,0.0,0.0,0.0
Tỷ suất lợi nhuận gộp biên,Gross profit margin,36.86,19.04,27.39,30.08
Tỷ lệ lãi EBIT,EBIT margin,18.57,7.87,12.51,14.21
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,20.65,10.58,14.99,22.0
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,14.2,5.58,9.44,10.22
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,6.55,1.69,3.85,2.41
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),8.71,2.42,5.23,3.34
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,4.04,0.98,2.21,1.54
ROE bình quân 4 quý gần nhất,ROE Trailling,15.38,14.7,15.66,15.68
ROA bình quân 4 quý gần nhất,ROA Trailling,8.59,8.38,9.06,9.18
Tăng trưởng  doanh thu thuần,Net revenue,-20.47,-0.91,5.62,5.04
Tăng trưởng  lợi nhuận gộp,Gross profit,-3.15,-24.78,-4.36,-5.73
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,14.86,-22.46,5.28,4.7
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,16.77,-26.93,11.15,4.32
Tăng trưởng tổng tài sản,Total assets,21.3,14.75,16.2,15.81
Tăng trưởng nợ dài hạn,Long-term liabilities,-0.19,-0.11,0.08,0.55
Tăng trưởng nợ phải trả,Liabilities,50.46,26.82,23.08,33.89
Tăng trưởng vốn chủ sở hữu,Owner's equity,9.16,7.89,11.35,5.65
Tăng trưởng vốn điều lệ,Charter capital,0.0,0.0,0.0,0.0
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.42,0.26,0.33,0.19
Tỷ số thanh toán nhanh,Quick ratio,1.09,0.74,0.72,0.62
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",0.58,0.34,0.38,0.2
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,1.95,1.76,1.64,1.69
Khả năng thanh toán lãi vay,Interest coverage,16.06,4.36,8.87,12.6
