item,item_en,2025,2024,2023,2022
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,443.1,175.07,90.94,414.66
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),18452.65,12941.97,12675.8,11110.48
Chỉ số giá thị trường trên thu nhập (P/E),P/E,35.66,90.25,222.14,34.0
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,0.86,1.22,1.59,1.27
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,0.46,0.47,1.64,4.58
Tỷ suất cổ tức,Dividend yield,0.0,0.0,0.0,0.0
Beta,Beta,1.36,1.52,1.68,1.31
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,24.72,23.25,61.97,17.52
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,15.64,12.74,29.22,11.08
Tỷ suất lợi nhuận gộp biên,Gross profit margin,8.95,8.85,9.4,36.35
Tỷ lệ lãi EBIT,EBIT margin,4.63,3.47,4.02,46.7
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,7.32,6.33,8.53,73.89
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,1.69,1.01,0.51,13.4
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,2.66,1.37,0.62,3.76
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),6.03,5.43,3.16,5.28
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,0.99,0.56,0.25,1.29
ROE bình quân 4 quý gần nhất,ROE Trailling,0.0,0.0,0.0,0.0
ROA bình quân 4 quý gần nhất,ROA Trailling,0.0,0.0,0.0,0.0
Tăng trưởng  doanh thu thuần,Net revenue,22.22,175.26,923.31,23.3
Tăng trưởng  lợi nhuận gộp,Gross profit,23.7,159.18,164.53,39.29
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,92.53,662.5,-70.76,280.59
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,166.11,231.08,-67.35,134.75
Tăng trưởng tổng tài sản,Total assets,90.75,8.37,129.95,7.55
Tăng trưởng nợ dài hạn,Long-term liabilities,98.02,18.36,30.31,-3.69
Tăng trưởng nợ phải trả,Liabilities,104.06,12.96,98.94,10.72
Tăng trưởng vốn chủ sở hữu,Owner's equity,70.66,2.1,192.07,1.73
Tăng trưởng vốn điều lệ,Charter capital,19.69,0.0,156.0,0.0
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.26,0.32,0.21,0.43
Tỷ số thanh toán nhanh,Quick ratio,1.24,1.03,0.95,1.38
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",0.41,0.39,0.25,0.68
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,1.56,1.39,1.26,1.42
Khả năng thanh toán lãi vay,Interest coverage,1.92,1.68,1.14,1.62
