symbol,index,last_price,last_updated,price_change_1d,price_change_pct_1d,accumulated_value,avg_volume_20d,volume_spike_20d_pct,total_volume_avg_20d,deal_volume_spike_20d_pct,deal_volume_spike_5d_20d_pct,deal_volume_sum_5d,deal_value_avg_5d,deal_volume_avg_5d
AFX,VNINDEX,10.65,2026-02-23 13:45,0.20000000000000107,1.9138755980861344,1124210000.0,106735.0,99.21768866819693,119595.0,47.911701994230526,9.582340398846105,57300.0,1.27779,11460.0
NAB,VNINDEX,14.05,2026-02-23 13:45,0.0,0.0,16378010000.0,1292400.0,90.35128443206438,1467465.0,24.416255242884837,18.512196202294433,1358300.0,2846000009.83768,271660.0
CDC,VNINDEX,23.9,2026-02-23 13:45,-0.5,-2.049180327868849,4261350000.0,155010.0,114.89581317334365,281845.0,5.676879135695152,1.1353758271390302,16000.0,0.768,3200.0
SIP,VNINDEX,60.6,2026-02-23 13:45,1.3000000000000043,2.1922428330522825,13957090000.0,747630.0,30.763880529138742,794880.0,5.032206119162641,23.273953301127214,925000.0,10513800004.744,185000.0
FRT,VNINDEX,171.9,2026-02-23 13:45,1.9000000000000057,1.1176470588235343,54911270000.0,729730.0,44.01627999397037,889768.35,2.73441958235534,10.610177356836754,472030.0,14630514328.851254,94406.0
TCB,VNINDEX,35.85,2026-02-23 13:45,0.3999999999999986,1.128349788434413,223802825000.0,10837225.0,57.87182604402879,14458791.615,2.236993993775046,6.157844194091043,4451749.3,29636071422.993633,890349.86
DBC,VNINDEX,26.9,2026-02-23 13:45,0.1999999999999993,0.7490636704119868,60404725000.0,7554310.0,29.741961873420603,7586825.0,1.8716656836028245,0.44023685797418555,167000.0,125000007.5828,33400.0
MSN,VNINDEX,78.7,2026-02-23 13:45,0.7000000000000028,0.8974358974358942,195456020000.0,7680785.0,32.28966830864293,7890651.2,1.8249444355112288,1.3839161969293485,546000.0,6390920023.203199,109200.0
VCG,VNINDEX,19.15,2026-02-23 13:45,0.25,1.3227513227513255,74005950000.0,8801835.0,43.80677438284176,8862972.9,1.1282895832841822,0.27755923748790884,123000.0,89470003.8,24600.0
TPB,VNINDEX,17.8,2026-02-23 13:45,0.3000000000000007,1.7142857142857126,475151215000.0,8445270.0,316.9040184624056,9115806.165000001,0.6033509160294875,1.0213540998433461,465523.3,1414803132.0570097,93104.66
KLB,VNINDEX,14.7,2026-02-23 13:45,0.09999999999999964,0.6849315068493178,1658785000.0,494220.0,22.823843632390435,517020.0,0.5802483462922131,1.2765463618428687,33000.0,93000000.0888,6600.0
SAB,VNINDEX,48.95,2026-02-23 13:45,0.45000000000000284,0.9278350515463885,25111375000.0,1510260.0,33.98752532676493,1629045.0,0.5095009652894794,13.022353587531347,1060700.0,10340580000.80344,212140.0
MBB,VNINDEX,28.45,2026-02-23 13:45,0.14999999999999858,0.5300353356890497,383221020000.0,31688400.0,42.35745572512339,32407742.65,0.49849198614270046,2.5890306802963954,4195232.0,22461565169.326607,839046.4
MWG,VNINDEX,91.8,2026-02-23 13:45,-1.0,-1.0775862068965525,278072580000.0,8329515.0,36.21939572712217,10024721.25,0.49477684978023706,14.925502292644795,7481200.0,133604474369.55136,1496240.0
AGR,VNINDEX,16.55,2026-02-23 13:45,0.15000000000000213,0.9146341463414753,10919380000.0,862930.0,76.47201974667702,863030.0,0.23174165440367078,0.04634833088073416,2000.0,0.066,400.0
LPB,VNINDEX,42.45,2026-02-23 13:45,0.4000000000000057,0.9512485136742077,20925715000.0,1531775.0,32.05431607122456,1615600.0,0.22282743253280515,13.426590740282249,1084600.0,9678030000.30708,216920.0
PLX,VNINDEX,55.6,2026-02-23 13:45,3.6000000000000014,6.923076923076921,151762070000.0,8916880.0,30.77645992768771,8927506.0,0.13127966533990568,0.39858836275215054,177920.0,1894680001.303264,35584.0
GAS,VNINDEX,108.7,2026-02-23 13:45,7.1000000000000085,6.9881889763779625,98193370000.0,3799820.0,23.961661341853034,3844714.1,0.07802920898591653,0.015605841797183308,3000.0,0.633,600.0
