symbol,index,last_price,last_updated,price_change_1d,price_change_pct_1d,accumulated_value,avg_volume_20d,volume_spike_20d_pct,total_volume_avg_20d,deal_volume_spike_20d_pct,deal_volume_spike_5d_20d_pct,deal_volume_sum_5d,deal_value_avg_5d,deal_volume_avg_5d
FPT,VNINDEX,94.8,2026-02-23 13:45,-1.5,-1.5576323987538943,1631518630000.0,10880510.0,158.82251842974273,11942250.15,0.0,6.059402465288335,3618145.0,75523941260.0,723629.0
VIX,VNINDEX,22.35,2026-02-23 13:45,-0.1999999999999993,-0.8869179600886845,742008570000.0,35754280.0,93.84079332600182,39576167.3,0.025267732279876432,7.180912639814922,14209650.0,63138906500.44,2841930.0
HPG,VNINDEX,27.4,2026-02-23 13:45,0.5499999999999972,2.048417132215996,640047235000.0,37586135.0,62.36634865489628,39661610.3,7.563989402618885e-06,3.8285132361355485,7592250.0,40811525210.00016,1518450.0
SHB,VNINDEX,15.7,2026-02-23 13:45,0.25,1.6181229773462702,601343985000.0,51253730.0,75.62200838846266,54262470.05,0.0,12.537814429993865,34016639.0,104719983140.0,6803327.8
TPB,VNINDEX,17.8,2026-02-23 13:45,0.3000000000000007,1.7142857142857126,475151215000.0,8445270.0,316.9040184624056,9115806.165000001,0.6033509160294875,1.0213540998433461,465523.3,1414803132.0570097,93104.66
GEX,VNINDEX,39.2,2026-02-23 13:45,1.6000000000000014,4.255319148936176,458127810000.0,9115885.0,131.5527784740593,9787267.6,0.0,1.0830397648471368,530000.0,3510000000.0,106000.0
VIC,VNINDEX,165.0,2026-02-23 13:45,5.0,3.125,455971270000.0,6020845.0,46.780809006044834,6692405.4,0.0,1.3597502625886948,455000.0,14072213000.0,91000.0
SSI,VNINDEX,31.65,2026-02-23 13:45,0.25,0.79617834394905,385337085000.0,22720990.0,53.6622743991349,22892452.965,1.3104755547981967e-06,0.034078742072453136,39007.3,232869180.00001755,7801.460000000001
MBB,VNINDEX,28.45,2026-02-23 13:45,0.14999999999999858,0.5300353356890497,383221020000.0,31688400.0,42.35745572512339,32407742.65,0.49849198614270046,2.5890306802963954,4195232.0,22461565169.326607,839046.4
VCB,VNINDEX,65.9,2026-02-23 13:45,1.5,2.329192546583858,382161800000.0,12054040.0,48.43521342222193,15134464.4,0.026429742700375968,0.5999723386312897,454013.0,6090697300.4908,90802.6
BSR,VNINDEX,26.2,2026-02-23 13:45,1.6999999999999993,6.938775510204076,365736660000.0,24717445.0,56.98040392119816,24738895.0,0.0,0.0,0.0,0.0,0.0
VPB,VNINDEX,28.75,2026-02-23 13:45,0.4499999999999993,1.590106007067127,361797055000.0,18651145.0,67.43875510055817,19898402.305,5.025529108679865e-07,2.250235034636365,2238804.1,12604388320.000004,447760.82
PVD,VNINDEX,36.5,2026-02-23 13:45,2.3500000000000014,6.881405563689613,351580050000.0,10389445.0,93.67487868697509,11262067.75,0.0,4.638579802541145,2612000.0,17020640000.0,522400.0
GEL,VNINDEX,38.45,2026-02-23 13:45,2.5,6.954102920723226,315386730000.0,0.0,0.0,0.0,0.0,0.0,2370000.0,15272100002.007,474000.0
STB,VNINDEX,63.2,2026-02-23 13:45,0.6000000000000014,0.9584664536741228,293220950000.0,12019930.0,38.66994233743458,13588272.55,0.0,8.290972939014237,5633000.0,65469500000.0,1126600.0
VHM,VNINDEX,110.5,2026-02-23 13:45,1.5,1.3761467889908285,278683700000.0,7859045.0,32.39833847496738,8432483.0,0.0,9.59385272404344,4045000.0,85899139200.0,809000.0
MWG,VNINDEX,91.8,2026-02-23 13:45,-1.0,-1.0775862068965525,278072580000.0,8329515.0,36.21939572712217,10024721.25,0.49477684978023706,14.925502292644795,7481200.0,133604474369.55136,1496240.0
EIB,VNINDEX,23.4,2026-02-23 13:45,0.29999999999999716,1.298701298701288,266021885000.0,9417850.0,121.04036483910872,24671675.95,0.0,230.04275556723988,283777016.0,1120459879520.0,56755403.2
EVF,VNINDEX,12.9,2026-02-23 13:45,0.8000000000000007,6.6115702479338845,264860255000.0,5559670.0,373.88190306259185,7109580.0,0.0,33.48158400355577,11902000.0,27233450000.0,2380400.0
VCI,VNINDEX,37.0,2026-02-23 13:45,0.5,1.3698630136986356,255702620000.0,10940320.0,63.26871608874329,11093912.43,2.3436276574250912e-05,3.207574624780052,1779227.6,12699752140.000187,355845.52
DGC,VNINDEX,70.7,2026-02-23 13:45,2.299999999999997,3.3625730994151892,239407510000.0,4050590.0,83.47425930543451,4332177.1,0.0,16.52702517632532,3579900.0,48559192520.0,715980.0
CTG,VNINDEX,38.75,2026-02-23 13:45,0.14999999999999858,0.38860103626943143,236583610000.0,16453430.0,37.08041423581587,16714268.25,0.0,1.0135101188171969,847004.0,6483558320.0,169400.8
VNM,VNINDEX,69.9,2026-02-23 13:45,0.4000000000000057,0.575539568345329,236305920000.0,8061595.0,41.63071947920976,8195234.05,0.0,0.22696118117578348,93000.0,1255500000.0,18600.0
BID,VNINDEX,48.8,2026-02-23 13:45,1.8999999999999986,4.051172707889128,227102630000.0,11159390.0,42.112516902805616,11365977.4,0.0,0.7631565412051584,433701.0,4344433420.0,86740.2
TCB,VNINDEX,35.85,2026-02-23 13:45,0.3999999999999986,1.128349788434413,223802825000.0,10837225.0,57.87182604402879,14458791.615,2.236993993775046,6.157844194091043,4451749.3,29636071422.993633,890349.86
CII,VNINDEX,18.8,2026-02-23 13:45,0.9000000000000021,5.027932960893877,216751530000.0,12310210.0,94.55971912745599,12405360.0,0.0,0.8318984696937454,516000.0,1821810000.0,103200.0
VSC,VNINDEX,25.25,2026-02-23 13:45,0.4499999999999993,1.814516129032251,212772625000.0,10540675.0,81.00904353848307,10803950.0,0.0,0.5460965665335363,295000.0,1318650000.0,59000.0
DXG,VNINDEX,15.9,2026-02-23 13:45,0.15000000000000036,0.952380952380949,204714520000.0,13801395.0,93.6347376478972,13945177.3,0.0,1.434187573936403,1000000.0,3010000000.0,200000.0
MSN,VNINDEX,78.7,2026-02-23 13:45,0.7000000000000028,0.8974358974358942,195456020000.0,7680785.0,32.28966830864293,7890651.2,1.8249444355112288,1.3839161969293485,546000.0,6390920023.203199,109200.0
ACB,VNINDEX,24.0,2026-02-23 13:45,0.14999999999999858,0.6289308176100628,190186110000.0,15613140.0,50.82705977144892,17735074.55,0.0,8.033894619292704,7124086.0,33099698800.0,1424817.2
