item,item_en,2025-Q4,2025-Q3,2025-Q2,2025-Q1
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,776.1,666.3,647.27,719.38
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),13239.0,13856.0,13664.0,13523.0
Chỉ số giá thị trường trên thu nhập (P/E),P/E,13.14,18.69,14.57,14.18
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,0.77,0.9,0.69,0.75
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,1.65,4.25,2.49,4.6
Tỷ suất cổ tức,Dividend yield,0.0,0.0,0.05,0.05
Beta,Beta,1.19,1.32,1.4,1.49
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,26.37,50.73,52.09,71.03
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,11.41,17.67,15.93,40.5
Tỷ suất lợi nhuận gộp biên,Gross profit margin,8.04,10.53,11.39,12.77
Tỷ lệ lãi EBIT,EBIT margin,6.76,11.66,7.75,10.03
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,8.61,16.69,11.68,17.58
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,4.67,7.08,4.21,4.75
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,2.23,1.51,1.17,0.77
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),3.07,2.38,2.06,1.55
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,0.9,0.69,0.53,0.34
ROE bình quân 4 quý gần nhất,ROE Trailling,5.76,4.96,4.87,5.41
ROA bình quân 4 quý gần nhất,ROA Trailling,2.42,2.19,2.12,2.32
Tăng trưởng  doanh thu thuần,Net revenue,58.66,-13.52,-4.99,37.85
Tăng trưởng  lợi nhuận gộp,Gross profit,-15.91,-37.76,28.76,11.42
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,26.66,3.28,-32.6,34.23
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,59.98,10.09,-30.64,38.09
Tăng trưởng tổng tài sản,Total assets,24.43,-1.68,-4.21,-1.11
Tăng trưởng nợ dài hạn,Long-term liabilities,-40.13,-49.6,-38.45,-20.49
Tăng trưởng nợ phải trả,Liabilities,39.16,-6.17,-7.8,-3.72
Tăng trưởng vốn chủ sở hữu,Owner's equity,5.03,4.26,0.46,2.29
Tăng trưởng vốn điều lệ,Charter capital,6.93,0.0,0.0,1.8
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.21,0.08,0.02,0.02
Tỷ số thanh toán nhanh,Quick ratio,0.82,0.74,0.72,0.72
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",0.21,0.08,0.03,0.03
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,1.23,1.44,1.47,1.46
Khả năng thanh toán lãi vay,Interest coverage,5.08,3.08,3.03,2.39
