item,item_en,2025-Q4,2025-Q3,2025-Q2,2025-Q1
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,4277.87,3889.69,3971.89,4121.88
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),24726.16,23925.09,23177.61,22204.57
Chỉ số giá thị trường trên thu nhập (P/E),P/E,9.09,10.28,9.14,9.4
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,1.57,1.67,1.57,1.75
Tỷ suất cổ tức,Dividend yield,0.01,0.0,0.0,0.0
Beta,Beta,0.99,1.05,1.05,1.1
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,6.68,3.6,4.24,3.88
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,0.36,0.2,0.23,0.21
Tỷ suất sinh lợi của Tài sản Có sinh lãi (YOEA),Yield on earning assets (YOEA),1.4,1.3,1.31,1.28
Tỷ lệ chi phí hình thành Tài sản Có sinh lãi (COF),Cost of funding earning assets (COF),0.83,0.83,0.83,0.82
Tỷ lệ thu nhập lãi thuần (NIM),Net interest margin (NIM),0.59,0.51,0.51,0.5
Tỷ lệ chi phí hoạt động/Tổng thu nhập HĐKD trước dự phòng (CIR),Cost Income Ratio (CIR),32.53,34.86,33.35,33.0
ROE bình quân 4 quý gần nhất,ROE Trailling,18.77,16.98,17.28,17.87
ROA bình quân 4 quý gần nhất,ROA Trailling,0.98,0.89,0.9,0.92
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,52.42,16.86,5.71,0.31
Tăng trưởng lợi nhuận sau thuế của CĐ ngân hàng mẹ,Profit after tax for shareholders of the parent company,55.68,15.56,6.07,0.48
Tăng trưởng tổng tài sản,Total assets,20.65,19.25,18.67,22.65
Tăng trưởng vốn chủ sở hữu,Owner's equity,20.14,21.34,20.82,20.84
Tăng trưởng vốn điều lệ,Charter capital,1.8,23.17,23.17,23.17
Tăng trưởng dư nợ cho vay,Deposits from customers,15.41,14.54,15.78,17.47
Tăng trưởng huy động vốn khách hàng,Deposits from customers,13.83,11.39,14.82,13.96
Tăng trưởng thu nhập lãi thuần,Net interest income,23.07,8.46,1.04,2.99
Tăng trưởng dự phòng rủi ro tín dụng,Provisions for loan losses,-11.93,3.14,-0.51,1.8
Tăng trưởng thu phí dịch vụ thuần,Net fee and commission income,-9.2,17.53,-2.66,-9.1
Tăng trưởng tổng thu nhập HĐKD trước dự phòng,Operating profit before provision for credit losses,19.63,25.83,8.92,1.81
Tăng trưởng tổng chi phí HĐKD,Operating expenses,4.64,16.92,9.82,9.54
Dư nợ cho vay khách hàng/Tổng vốn huy động (LDR),Outstanding loans/Customer deposits,76.91,78.85,78.82,79.83
Dư nợ cho vay/Tổng tài sản Có,Outstanding loans/Total assets,71.24,72.82,72.86,73.78
Vốn chủ sở hữu/Tổng vốn huy động ,Equity/Deposits from customers,0.06,0.06,0.06,0.06
Vốn chủ sở hữu/Tổng tài sản Có,Equity/Total assets,5.21,5.47,5.44,5.46
Dự phòng rủi ro tín dụng/Tổng dư nợ,Loan loss provision ratio,-0.01,-0.02,-0.02,-0.02
Tài sản Có sinh lãi/Tổng tài sản Có,Earning assets/Total assets,97.26,97.72,97.69,97.9
