item,item_en,2025,2024,2023,2022
Thu nhập trên mỗi cổ phần của 4 quý gần nhất (EPS),Trailing EPS,6435.48,5499.27,3260.05,5833.13
Giá trị sổ sách của cổ phiếu (BVPS),Book value per share (BVPS),19625.79,27401.96,24125.53,22916.37
Chỉ số giá thị trường trên thu nhập (P/E),P/E,5.04,9.46,11.13,5.66
Chỉ số giá thị trường trên giá trị sổ sách (P/B),P/B,1.65,1.9,1.5,1.44
Chỉ số giá thị trường trên doanh thu thuần (P/S),P/S,0.66,0.74,0.6,0.45
Tỷ suất cổ tức,Dividend yield,0.12,0.07,0.07,0.08
Beta,Beta,0.67,0.91,1.14,0.92
Giá trị doanh nghiệp trên lợi nhuận trước thuế và lãi vay (EV/EBIT),EV/EBIT,5.1,7.86,9.3,6.01
"Giá trị doanh nghiệp trên lợi nhuận trước thuế, khấu hao và lãi vay (EV/EBITDA)",EV/EBITDA,4.47,6.48,6.72,4.69
Tỷ suất lợi nhuận gộp biên,Gross profit margin,21.13,15.71,12.42,15.01
Tỷ lệ lãi EBIT,EBIT margin,15.93,11.31,7.73,8.57
Tỷ lệ lãi EBITDA,EBITDA/Net revenue,18.19,13.71,10.7,10.99
Tỷ suất sinh lợi trên doanh thu thuần,Net profit margin,12.11,8.38,5.4,6.12
Tỷ suất lợi nhuận trên vốn chủ sở hữu bình quân (ROEA),ROE,28.69,21.34,13.86,23.33
Tỷ suất sinh lợi trên vốn dài hạn bình quân (ROCE),Return on capital employed (ROCE),31.98,24.98,16.95,25.57
Tỷ suất sinh lợi trên tổng tài sản bình quân (ROAA),ROA,13.29,10.34,7.25,11.54
ROE bình quân 4 quý gần nhất,ROE Trailling,0.0,0.0,0.0,0.0
ROA bình quân 4 quý gần nhất,ROA Trailling,0.0,0.0,0.0,0.0
Tăng trưởng  doanh thu thuần,Net revenue,4.88,16.26,-17.73,16.29
Tăng trưởng  lợi nhuận gộp,Gross profit,41.04,47.08,-31.94,-10.95
Tăng trưởng lợi nhuận trước thuế ,Profit before tax,50.45,77.38,-30.17,-19.09
Tăng trưởng lợi nhuận sau thuế của CĐ công ty mẹ,Profit after tax for shareholders of the parent company,48.28,68.69,-34.77,-15.26
Tăng trưởng tổng tài sản,Total assets,3.51,30.99,4.82,2.86
Tăng trưởng nợ dài hạn,Long-term liabilities,6.65,97.3,0.65,71.46
Tăng trưởng nợ phải trả,Liabilities,0.24,50.16,4.33,-7.74
Tăng trưởng vốn chủ sở hữu,Owner's equity,7.43,13.58,5.28,14.96
Tăng trưởng vốn điều lệ,Charter capital,50.0,0.0,0.0,50.0
Tỷ số thanh toán bằng tiền mặt,Cash ratio,0.41,0.48,0.34,0.33
Tỷ số thanh toán nhanh,Quick ratio,1.49,1.4,1.53,1.37
"Tỷ số thanh toán nhanh  (Đã loại trừ HTK, Phải thu ngắn hạn - Tham khảo)","Quick ratio (except: Inventories,  Short-term receivables - reference)",0.89,0.83,1.07,1.09
Tỷ số thanh toán hiện hành (ngắn hạn),Short-term ratio,1.8,1.75,1.91,1.85
Khả năng thanh toán lãi vay,Interest coverage,13.72,11.19,7.88,13.95
